is_fraud,amount,hour,transaction_type,account_age,location_mismatch,previous_fraud_flag
0,5.19,20,payment,1217,1,0
0,48.26,12,cash_withdrawal,620,0,0
0,7.76,4,transfer,357,0,0
0,36.95,22,cash_withdrawal,352,0,0
0,0.36,6,purchase,865,0,0
0,19.03,16,cash_withdrawal,1282,0,0
0,56.53,14,transfer,622,0,0
0,33.09,4,purchase,1666,0,0
0,191.45,23,purchase,635,0,0
0,103.61,6,purchase,965,0,0
0,22.24,1,transfer,628,1,0
0,2.33,23,cash_withdrawal,1766,0,0
0,93.42,17,payment,293,0,0
0,121.09,9,cash_withdrawal,1410,0,0
0,85.91,0,transfer,1769,0,0
0,6.85,13,transfer,829,0,0
0,308.65,18,purchase,234,0,0
0,14.96,15,cash_withdrawal,1320,0,0
1,64.4,18,transfer,1727,0,0
0,119.32,5,transfer,537,0,0
0,13.44,11,payment,1403,0,0
0,119.44,2,cash_withdrawal,1702,0,0
0,18.52,6,purchase,805,0,0
0,187.35,23,purchase,1234,0,0
0,16.51,2,purchase,539,0,0
0,153.35,16,cash_withdrawal,852,0,0
1,2.75,14,transfer,178,0,0
0,61.77,18,transfer,556,0,0
0,37.98,18,payment,1096,0,0
0,32.49,22,payment,1532,0,0
0,12.65,10,transfer,1246,0,0
0,61.14,20,transfer,948,0,0
0,10.59,19,cash_withdrawal,823,1,0
0,40.24,1,payment,228,0,0
0,14.6,6,purchase,1257,0,0
0,155.75,18,purchase,1292,0,0
0,1.45,6,purchase,254,0,0
1,11.14,9,purchase,675,0,1
0,13.87,11,transfer,6,0,0
0,26.73,22,transfer,47,0,0
0,13.25,17,cash_withdrawal,1431,0,0
0,33.8,22,purchase,883,0,0
0,102.97,5,transfer,580,0,0
0,62.25,19,transfer,254,0,0
0,43.37,20,transfer,1473,0,0
0,4.66,7,purchase,59,0,0
0,59.21,4,transfer,1417,0,0
0,9.1,2,payment,1655,0,0
0,77.17,1,purchase,1722,0,0
0,14.39,21,purchase,560,0,0
0,26.98,5,payment,1015,0,0
0,21.58,6,cash_withdrawal,1215,0,0
0,97.88,7,cash_withdrawal,265,0,0
0,6.76,3,purchase,1708,0,0
0,41.69,11,purchase,1582,0,0
0,7.66,23,purchase,1167,0,0
0,61.0,11,payment,246,0,0
0,117.74,16,transfer,1240,0,0
0,28.51,21,payment,437,0,0
0,33.48,21,transfer,688,0,0
0,131.16,18,transfer,476,0,0
0,36.8,8,cash_withdrawal,1408,0,0
0,33.43,11,payment,938,0,0
0,43.18,20,payment,878,0,0
0,58.44,16,purchase,657,0,0
0,5.65,22,payment,547,0,0
0,86.05,9,transfer,415,0,0
0,28.59,18,transfer,1156,0,0
0,3.75,10,payment,398,0,0
0,77.13,19,cash_withdrawal,1531,0,0
0,23.66,21,cash_withdrawal,1177,0,0
0,5.29,23,purchase,1584,1,0
0,50.23,12,purchase,168,0,0
0,106.07,3,transfer,1714,0,0
0,109.35,14,payment,1799,0,0
0,158.11,11,transfer,1631,0,0
0,101.14,23,transfer,803,0,0
0,0.11,9,payment,230,0,0
0,23.92,21,transfer,703,0,0
1,85.34,6,transfer,1428,0,0
0,22.81,23,cash_withdrawal,144,0,0
0,46.01,1,purchase,1700,0,0
0,46.61,20,cash_withdrawal,1555,0,0
0,22.71,6,purchase,68,0,0
0,117.42,7,purchase,1018,0,0
0,34.98,20,purchase,98,0,0
0,31.25,18,cash_withdrawal,7,0,0
0,299.85,5,payment,815,0,0
0,34.01,20,transfer,177,0,0
0,9.82,7,payment,1230,0,0
0,35.98,21,payment,299,0,0
0,84.1,19,purchase,1824,0,0
0,75.0,3,purchase,229,0,0
0,77.7,19,cash_withdrawal,896,0,1
0,61.55,23,cash_withdrawal,631,0,0
0,14.67,8,transfer,270,0,0
0,99.06,4,payment,81,0,0
0,111.95,5,payment,1696,0,0
0,10.79,18,transfer,1212,0,0
0,6.99,11,purchase,1724,0,0
0,185.67,4,cash_withdrawal,820,0,0
0,101.37,4,transfer,501,0,0
0,111.86,17,payment,706,0,0
1,108.74,5,transfer,1511,0,0
0,39.01,8,transfer,1796,0,0
0,51.98,10,payment,1512,0,0
0,39.41,22,payment,990,0,0
0,2.63,13,cash_withdrawal,1502,0,0
0,68.42,23,cash_withdrawal,703,0,0
0,35.19,1,payment,1313,0,0
0,52.16,13,cash_withdrawal,106,0,0
0,34.92,18,cash_withdrawal,641,0,0
0,33.85,9,cash_withdrawal,609,0,0
0,9.42,4,payment,996,0,0
0,16.34,22,purchase,1009,0,0
0,8.65,3,purchase,1600,0,0
0,10.89,6,cash_withdrawal,1664,0,0
0,180.55,23,purchase,1247,0,0
0,8.31,12,cash_withdrawal,382,0,0
0,15.69,9,purchase,838,0,0
0,44.65,9,purchase,104,0,0
0,47.1,3,transfer,664,0,0
0,8.36,15,cash_withdrawal,1138,0,0
0,78.93,14,purchase,1532,0,0
1,76.9,20,purchase,1079,0,0
1,13.55,10,transfer,121,0,0
0,17.03,18,purchase,1241,0,0
0,139.02,20,transfer,1659,0,0
0,87.34,23,purchase,1027,0,0
0,59.83,2,transfer,1116,0,0
0,4.29,14,transfer,407,0,0
0,27.09,15,payment,676,0,0
0,40.97,13,cash_withdrawal,441,0,1
0,10.38,4,payment,1655,0,0
0,29.73,16,cash_withdrawal,432,0,0
0,45.94,17,purchase,909,0,0
0,19.83,18,cash_withdrawal,61,1,0
0,75.92,0,payment,726,0,0
0,91.77,8,cash_withdrawal,1497,0,0
0,19.55,20,payment,1271,0,0
0,91.21,13,cash_withdrawal,1771,0,0
0,5.47,19,purchase,939,0,0
0,90.92,20,purchase,869,0,0
0,8.29,19,cash_withdrawal,1396,0,0
0,4.33,20,cash_withdrawal,1313,0,0
0,51.33,22,purchase,1614,0,0
0,31.93,10,cash_withdrawal,1048,1,0
0,119.24,23,transfer,406,0,0
0,22.56,1,purchase,1332,0,0
0,16.92,19,purchase,613,0,0
0,34.73,23,payment,1396,0,0
0,30.44,22,payment,1787,0,0
0,21.11,4,transfer,1659,0,0
0,59.17,21,cash_withdrawal,215,0,0
1,71.26,23,transfer,262,0,0
0,95.86,14,cash_withdrawal,915,0,0
0,180.33,11,payment,1370,0,0
0,15.51,13,cash_withdrawal,1437,0,0
0,62.96,10,payment,123,0,0
1,25.07,20,purchase,764,0,0
0,56.52,8,purchase,320,0,0
0,32.31,19,cash_withdrawal,1361,0,0
0,253.94,7,payment,158,0,0
0,65.26,11,transfer,1351,0,0
0,152.34,2,payment,1685,0,0
0,90.08,20,payment,1089,0,0
0,116.6,14,payment,369,0,0
0,84.21,7,purchase,870,0,0
0,30.73,6,payment,1028,0,0
0,14.5,16,cash_withdrawal,686,0,0
0,23.13,11,purchase,1672,0,0
0,1.02,19,purchase,914,0,0
0,37.12,17,purchase,1780,0,0
0,35.17,17,payment,1084,0,0
0,37.25,14,transfer,1069,0,0
0,182.54,22,payment,584,0,0
0,121.21,2,payment,1631,0,0
1,8.82,18,transfer,543,0,0
0,23.01,14,payment,156,0,0
0,27.58,15,cash_withdrawal,888,0,0
0,22.36,21,transfer,752,0,0
0,80.1,21,cash_withdrawal,64,0,0
1,37.12,16,cash_withdrawal,421,0,0
0,42.44,0,purchase,323,0,0
1,95.87,10,purchase,1133,0,0
0,81.98,5,transfer,1487,0,0
0,7.09,22,payment,1604,0,0
0,62.57,8,cash_withdrawal,547,0,0
1,28.59,19,payment,251,0,0
0,17.45,15,cash_withdrawal,866,0,0
0,2.57,5,purchase,510,0,0
1,33.4,11,purchase,1572,0,0
0,21.96,18,purchase,441,0,0
0,14.49,12,transfer,454,0,0
0,59.32,12,cash_withdrawal,644,0,0
0,73.37,3,payment,817,0,0
0,14.04,8,cash_withdrawal,1758,0,0
0,2.54,13,payment,679,0,0
0,94.44,13,payment,274,0,0
0,0.5,16,payment,60,0,0
0,138.32,4,cash_withdrawal,342,0,0
1,49.39,22,purchase,1418,0,0
0,19.42,18,transfer,113,0,0
0,14.15,1,transfer,1245,0,0
0,0.45,12,purchase,1815,0,0
0,13.42,10,transfer,68,0,0
0,7.41,1,payment,1339,0,0
0,47.36,0,transfer,467,0,0
0,9.11,20,cash_withdrawal,858,0,0
0,37.61,2,purchase,263,0,0
0,44.59,11,purchase,1805,0,0
1,17.69,6,purchase,1155,0,0
1,1.78,0,purchase,424,0,0
0,1.9,8,cash_withdrawal,1291,0,0
0,1.34,17,payment,720,0,0
0,67.19,23,payment,1236,0,0
0,19.14,19,payment,563,0,0
0,79.56,5,transfer,983,0,0
0,28.26,8,payment,919,0,0
0,30.17,22,transfer,288,0,0
0,35.96,7,cash_withdrawal,425,0,1
0,62.42,22,transfer,554,0,0
0,15.98,17,payment,759,0,0
0,6.48,14,purchase,1731,0,0
0,40.6,0,cash_withdrawal,244,0,0
0,19.8,13,payment,1736,0,0
0,29.21,17,payment,1657,0,0
0,52.06,18,payment,1000,0,0
0,34.07,18,cash_withdrawal,1358,0,0
0,48.42,9,purchase,328,0,0
0,39.29,19,purchase,715,0,0
1,67.31,20,purchase,1130,0,0
0,61.2,5,payment,1786,0,0
0,38.2,16,transfer,801,0,0
0,56.8,13,payment,1103,0,0
1,103.4,12,purchase,1189,0,0
0,28.31,7,cash_withdrawal,631,0,0
0,26.62,21,transfer,1081,0,0
0,72.25,9,transfer,960,0,0
0,43.68,8,payment,960,0,0
0,3.68,4,cash_withdrawal,1212,0,0
0,111.33,22,transfer,1076,0,0
0,1.56,3,purchase,1096,0,0
0,69.0,5,payment,753,0,0
1,71.11,5,payment,324,0,0
1,153.0,12,purchase,1636,0,0
0,2.78,3,purchase,1362,0,0
0,45.42,21,purchase,155,0,1
0,27.92,7,transfer,59,1,0
0,20.07,4,cash_withdrawal,1299,0,0
0,4.73,1,transfer,1795,0,0
0,41.35,8,cash_withdrawal,201,0,0
0,32.6,10,payment,295,0,0
1,5.52,19,cash_withdrawal,1346,0,0
0,47.4,19,purchase,1353,0,0
0,66.96,10,transfer,1414,0,0
0,72.9,6,purchase,998,0,0
0,117.89,13,payment,1308,0,0
0,26.34,5,transfer,1200,0,0
0,152.96,3,transfer,610,0,0
0,100.28,5,purchase,349,0,0
0,17.58,2,transfer,1456,0,0
0,8.68,22,purchase,963,0,0
0,28.58,5,cash_withdrawal,1718,0,0
0,25.7,2,payment,382,0,0
0,42.87,0,purchase,1296,0,0
0,43.78,20,payment,492,0,0
0,69.31,17,transfer,1571,0,0
0,35.66,22,payment,331,0,0
0,5.54,22,payment,875,0,0
0,97.7,3,payment,1623,0,0
0,18.54,5,transfer,158,0,0
0,177.54,16,cash_withdrawal,432,0,0
0,6.27,17,cash_withdrawal,1349,0,0
0,158.8,5,cash_withdrawal,1140,0,0
0,4.77,1,purchase,1544,0,0
0,13.14,11,purchase,619,0,0
0,2.38,11,transfer,619,0,0
0,61.06,3,cash_withdrawal,626,0,0
0,94.96,15,payment,435,0,0
0,28.46,19,cash_withdrawal,1546,0,0
0,131.92,9,purchase,796,0,0
0,44.62,9,transfer,932,0,0
0,49.71,6,cash_withdrawal,572,0,0
0,93.35,13,purchase,266,0,0
0,17.61,6,purchase,1422,0,0
0,21.87,11,payment,102,0,0
0,118.2,10,cash_withdrawal,1087,0,0
0,115.61,16,payment,997,0,0
0,187.5,10,cash_withdrawal,1711,0,0
0,116.06,20,transfer,709,0,0
0,6.81,2,cash_withdrawal,1015,0,0
0,86.79,18,payment,824,0,0
0,26.37,21,payment,1535,0,0
1,234.43,3,purchase,222,0,1
0,31.96,7,cash_withdrawal,915,0,0
0,40.35,13,cash_withdrawal,436,0,0
0,37.73,19,transfer,1214,0,0
0,19.41,23,purchase,640,0,0
0,3.9,13,payment,945,0,0
0,113.0,15,cash_withdrawal,334,0,0
0,81.15,14,purchase,907,0,0
0,7.51,11,transfer,1582,0,0
0,74.98,15,purchase,1605,0,0
0,49.15,19,cash_withdrawal,1325,0,0
0,26.31,18,cash_withdrawal,351,0,0
0,14.65,4,transfer,570,0,0
0,98.21,11,transfer,728,0,0
0,60.23,4,transfer,115,0,0
0,39.67,9,payment,1546,0,0
0,47.03,16,purchase,909,0,0
0,4.77,14,purchase,367,0,0
0,32.12,7,purchase,1293,0,0
0,10.76,7,payment,804,0,0
0,11.68,7,purchase,1110,0,0
0,54.13,9,transfer,896,1,0
0,121.1,19,purchase,969,0,0
0,25.86,12,payment,378,0,0
0,11.64,15,payment,1171,0,0
0,52.31,8,purchase,1012,0,0
0,102.47,15,payment,118,0,0
0,68.98,9,payment,1014,0,0
0,101.54,2,purchase,1159,0,0
0,38.45,22,payment,527,0,0
0,69.69,21,payment,814,0,0
0,7.54,13,purchase,206,0,0
0,21.41,12,transfer,1257,0,0
0,24.68,3,transfer,816,0,0
0,35.8,3,payment,66,0,0
0,132.31,5,cash_withdrawal,4,0,0
0,103.69,23,cash_withdrawal,3,0,0
0,7.22,18,purchase,1283,0,0
0,9.48,10,purchase,1739,0,0
0,22.13,7,transfer,325,0,0
0,17.18,13,cash_withdrawal,1264,0,0
0,47.7,7,purchase,605,0,0
0,116.54,13,cash_withdrawal,796,0,0
0,163.89,22,cash_withdrawal,535,0,0
0,53.01,6,payment,1822,0,0
0,91.06,20,payment,1342,0,0
0,37.24,17,cash_withdrawal,599,0,0
0,11.68,11,transfer,1075,0,0
0,37.19,13,purchase,1494,0,0
0,40.49,14,purchase,832,0,0
0,67.83,17,transfer,1067,0,0
0,12.42,11,payment,1228,0,0
0,22.97,9,payment,347,0,0
0,22.63,11,transfer,1082,0,0
0,160.25,7,transfer,59,0,0
0,29.34,5,payment,680,0,0
0,70.34,23,cash_withdrawal,1710,0,0
0,69.48,18,payment,511,0,0
0,15.43,0,cash_withdrawal,1342,0,0
0,42.42,12,purchase,1457,0,0
0,112.36,21,purchase,1396,0,0
0,32.24,15,cash_withdrawal,207,0,0
0,145.13,17,cash_withdrawal,111,0,0
0,12.07,11,payment,23,0,0
0,3.85,4,transfer,1452,0,0
0,111.03,20,cash_withdrawal,1769,0,0
0,94.09,12,purchase,787,0,0
0,245.25,7,payment,1708,0,0
0,56.88,5,purchase,1035,0,0
0,137.98,2,payment,572,0,0
0,87.71,19,transfer,1768,0,0
0,93.03,3,transfer,747,0,0
0,42.1,11,purchase,515,0,0
0,24.09,12,cash_withdrawal,144,0,0
0,136.33,1,cash_withdrawal,992,0,0
0,28.29,18,purchase,1766,0,0
0,38.7,3,cash_withdrawal,1545,0,0
0,29.54,22,cash_withdrawal,809,0,0
0,41.6,12,purchase,294,0,0
0,31.79,18,purchase,325,0,0
1,2.46,7,transfer,193,0,0
0,106.87,7,purchase,1315,0,0
0,29.38,15,transfer,1663,0,0
0,44.45,10,transfer,1443,0,0
0,7.49,17,payment,460,0,0
0,0.17,3,cash_withdrawal,1072,0,0
0,14.07,23,purchase,1131,0,0
0,60.97,0,cash_withdrawal,1288,0,0
0,5.22,0,payment,1277,0,0
0,119.78,13,purchase,1563,0,0
0,12.11,3,purchase,1545,0,1
0,11.45,10,payment,1756,0,0
0,10.01,17,cash_withdrawal,1182,0,0
0,0.7,15,transfer,526,0,0
1,73.88,16,payment,919,0,0
0,103.99,23,payment,29,0,0
0,47.62,1,purchase,538,0,0
1,10.43,3,transfer,1750,0,0
0,16.79,2,payment,143,0,0
0,32.31,14,cash_withdrawal,627,0,0
0,154.33,1,payment,841,0,0
0,14.21,23,cash_withdrawal,218,0,0
0,65.77,18,purchase,593,0,0
0,28.94,8,payment,713,0,0
0,17.68,9,cash_withdrawal,67,0,0
0,30.43,20,purchase,761,0,0
0,3.69,18,purchase,144,0,0
0,80.14,4,purchase,1165,0,0
0,13.94,13,payment,1370,0,0
0,64.62,9,purchase,465,0,0
0,3.54,15,purchase,96,0,0
0,155.16,5,cash_withdrawal,408,0,0
0,10.72,7,purchase,1142,0,0
0,107.17,1,payment,1721,0,0
0,82.9,17,transfer,804,0,0
0,171.88,20,purchase,1468,0,0
0,32.49,20,payment,757,0,0
0,64.99,20,purchase,1404,0,0
0,23.16,19,payment,713,0,0
0,10.19,7,purchase,278,0,0
0,29.27,4,cash_withdrawal,361,0,0
0,9.06,16,transfer,1394,0,0
0,200.99,15,transfer,1646,0,0
0,5.06,4,payment,212,0,0
1,44.48,16,payment,1283,0,0
0,49.24,3,transfer,1700,0,0
0,38.62,0,cash_withdrawal,1121,0,0
0,54.26,21,cash_withdrawal,1234,0,0
0,6.18,5,purchase,1572,0,0
0,40.49,0,cash_withdrawal,778,0,0
0,16.93,23,transfer,1636,0,0
0,140.82,3,transfer,21,0,0
0,71.79,1,cash_withdrawal,729,0,0
0,179.7,12,cash_withdrawal,1457,0,0
